2 1.5 3.5980798 3.9736493
2 1.6 3.5742101 4.0326703
2 1.7 3.5824889 3.935539
2 1.8 3.619266 3.8789048
2 1.9 3.5319488 4.0795684
2 2.0 3.603356 3.8781791
2 2.1 3.6713854 3.7985145
2 2.2 3.6519425 3.8493189
2 2.3 3.6105223 3.8942976
2 2.4 3.6437146 3.8388015
2 2.5 3.4471308 4.3507198

3 1.5 3.4477036 3.8522377
3 1.6 3.4344694 3.8929864
3 1.7 3.4114143 4.6634757
3 1.8 3.4167846 3.9214333
3 1.9 3.4328081 3.877948
3 2.0 3.3866882 4.044776
3 2.1 3.3173413 4.1466005
3 2.2 3.3856294 4.0295224
3 2.3 3.2654455 4.2178262
3 2.4 3.3389879 4.1229751
3 2.5 3.4734498 3.7506865

4 1.5 3.1622641 4.5251398
4 1.6 3.2207199 4.270183
4 1.7 3.2521647 4.1125741
4 1.8 3.2089893 4.1563641
4 1.9 3.1656644 4.1780385
4 2.0 3.3080632 3.777514
4 2.1 3.3168726 3.7968829
4 2.2 3.2829051 3.8391228
4 2.3 3.2247241 3.9285586
4 2.4 3.2264627 4.0000924
4 2.5 3.210751 3.8943404

5 1.5 2.8806755 4.6049634
5 1.6 2.9255185 4.9741777
5 1.7 3.0891358 4.1475185
5 1.8 3.0831412 4.4119342
5 1.9 2.9846361 4.0194359
5 2.0 3.0221636 4.1699758
5 2.1 2.9295968 4.1794236
5 2.2 2.9989482 4.0424167
5 2.3 3.0899688 3.7160609
5 2.4 2.9832064 4.2178771
5 2.5 2.9825744 4.0421853

6 1.5 2.8054663 164.6723317
6 1.6 2.7568081 5.9386658
6 1.7 2.698455 4.4589473
6 1.8 2.844858 5.0433951
6 1.9 2.8557481 4.1530666
6 2.0 2.7734309 4.2685368
6 2.1 2.8707916 3.764445
6 2.2 2.8086786 4.1476289
6 2.3 2.8613512 4.1069393
6 2.4 2.9263763 3.8649855
6 2.5 2.8083004 3.853011

7 1.5 2.5972594 11.9131979
7 1.6 2.6425294 9.623838
7 1.7 2.6514642 6.5232897
7 1.8 2.6387904 5.1669338
7 1.9 2.6385385 5.4082281
7 2.0 2.5722357 5.3369118
7 2.1 2.609571 4.1187922
7 2.2 2.6519824 4.0228374
7 2.3 2.6798814 4.2138539
7 2.4 2.6190848 4.7972921
7 2.5 2.5777171 4.1323663

8 1.5 2.4895507 17.1092876
8 1.6 2.420298 11.6035643
8 1.7 2.3545962 9.8410086
8 1.8 2.4387108 6.5122603
8 1.9 2.5385261 5.5138771
8 2.0 2.499258 5.5982464
8 2.1 2.5131245 4.1730543
8 2.2 2.527728 4.0172402
8 2.3 2.4265829 4.7801445
8 2.4 2.5617741 4.3333508
8 2.5 2.5742405 5.968209

9 1.5 2.3166781 87.7669931
9 1.6 2.1751838 20.2901366
9 1.7 2.3137781 9.6456086
9 1.8 2.3692409 10.4549278
9 1.9 2.2855243 6.5772726
9 2.0 2.4095196 5.847466
